nombre,mes,ffmc,dmc,dc,isi,bui,fwi
Santa Lucía Utatlán,10,35.19030432169306,6.341988509738636,18.37748180935941,0.0153266957839504,6.809313575993527,0.0080191684619721
San José Chacayá,10,35.60307299851281,6.346752893955006,18.40069460407381,0.0165019113596901,6.816044348744651,0.0086373011708481
Santa Cruz La Laguna,10,35.60307299851281,6.346752893955006,18.40069460407381,0.0165019113596901,6.816044348744651,0.0086373011708481
San Marcos La Laguna,10,34.44224038727696,6.353038129277284,18.51971729002571,0.0135012253383736,6.839907686849276,0.0070721948553593
Santa Catarina Ixtahuacán,10,29.733168159026523,6.337353823937432,18.714375091582788,0.0050832870107326,6.862990410558945,0.00265927147624
San Pablo La Laguna,10,34.106209894550794,6.354857539502152,18.55417122543284,0.0126326057006241,6.846815495247985,0.0066191377640336
Santa Clara La Laguna,10,31.65879071924813,6.340432574356523,18.557789068976707,0.0068724842638016,6.838946905543502,0.0035968297731119
Santa María Visitación,10,29.56395433880802,6.354580155595906,18.831306377727326,0.0034972259509484,6.8935630703375335,0.0018401058472563
San Juan La Laguna,10,29.06303721163492,6.357951306293215,18.92952492250265,0.0032519718138595,6.911797357841967,0.0017127804552533
San Pedro La Laguna,10,28.129463819047405,6.365238381541045,19.14929108605234,0.0032337545921157,6.952270084194889,0.0017047692970655
Santiago Atitlán,10,26.266001611760064,6.367196521055551,19.34304980339643,0.0017495210839022,6.9853365264573375,0.0009242331949310004
San Lucas Tolimán,10,26.4701621520274,6.370117865574208,19.289569959218305,0.0015359424837624,6.978547316776829,0.0008125341248974849
San Andrés Semetabaj,11,61.396839467950144,6.417854486329087,17.422978598591207,0.5603348230784044,6.682133886590449,0.2902977614803987
Sololá,11,62.31976823000157,6.400321485012158,17.29633953700685,0.5844286583821655,6.649346729148206,0.3021466121824227
Concepción,11,62.40567044962314,6.40703579540841,17.322734317941876,0.590168820429367,6.657845760646071,0.305313042168933
Panajachel,11,62.134581969805865,6.406008079056611,17.314383016204843,0.5802414710127418,6.655749385852179,0.3001270805382648
Santa Catarina Palopó,11,55.689867627043554,6.43189093172787,17.605638736070915,0.3709539499882217,6.723131113732388,0.1925971455897689
San Antonio Palopó,11,53.70221436161014,6.440680802027647,17.71050113938798,0.3274668676683351,6.746949051342689,0.1703120613275748
